Z,N,A,magicZ,magicN,Z_valence,N_valence,pair,jejari,permukaan,|N-Z|,EB
71,100,171,3,4,21,18,4,5.550499103,30.80804029,29,1382.477219
72,99,171,3,4,22,17,6,5.550499103,30.80804029,27,1379.297748
73,98,171,3,4,23,16,4,5.550499103,30.80804029,25,1374.804329
74,97,171,3,4,24,15,6,5.550499103,30.80804029,23,1369.387802
75,96,171,3,4,25,14,4,5.550499103,30.80804029,21,1362.76964
76,95,171,3,4,26,13,6,5.550499103,30.80804029,19,1355.03425
77,94,171,3,4,27,12,4,5.550499103,30.80804029,17,1346.366705
78,93,171,3,4,28,11,6,5.550499103,30.80804029,15,1336.638891
79,92,171,3,4,29,10,4,5.550499103,30.80804029,13,1325.95228
68,104,172,3,4,18,22,9,5.561297767,30.92803285,36,1391.549694
69,103,172,3,4,19,21,2,5.561297767,30.92803285,34,1391.658312
70,102,172,3,4,20,20,9,5.561297767,30.92803285,32,1392.757874
71,101,172,3,4,21,19,2,5.561297767,30.92803285,30,1389.456145
72,100,172,3,4,22,18,9,5.561297767,30.92803285,28,1388.339951
73,99,172,3,4,23,17,2,5.561297767,30.92803285,26,1382.485363
74,98,172,3,4,24,16,9,5.561297767,30.92803285,24,1379.47022
75,97,172,3,4,25,15,2,5.561297767,30.92803285,22,1371.157512
76,96,172,3,4,26,14,9,5.561297767,30.92803285,20,1366.051967
77,95,172,3,4,27,13,2,5.561297767,30.92803285,18,1355.405356
78,94,172,3,4,28,12,9,5.561297767,30.92803285,16,1348.350312
79,93,172,3,4,29,11,2,5.561297767,30.92803285,14,1335.779296
80,92,172,3,4,30,10,9,5.561297767,30.92803285,12,1326.740301
69,104,173,3,4,19,22,4,5.572054656,31.04779308,35,1398.612151
70,103,173,3,4,20,21,6,5.572054656,31.04779308,33,1399.124975
71,102,173,3,4,21,20,4,5.572054656,31.04779308,31,1397.672398
72,101,173,3,4,22,19,6,5.572054656,31.04779308,29,1395.420837
73,100,173,3,4,23,18,4,5.572054656,31.04779308,27,1391.623245
74,99,173,3,4,24,17,6,5.572054656,31.04779308,25,1387.17173
75,98,173,3,4,25,16,4,5.572054656,31.04779308,23,1381.215876
76,97,173,3,4,26,15,6,5.572054656,31.04779308,21,1374.317899
77,96,173,3,4,27,14,4,5.572054656,31.04779308,19,1366.365764
78,95,173,3,4,28,13,6,5.572054656,31.04779308,17,1357.251709
79,94,173,3,4,29,12,4,5.572054656,31.04779308,15,1347.36462
69,105,174,3,4,19,23,2,5.582770172,31.16732279,36,1404.291917
70,104,174,3,4,20,22,9,5.582770172,31.16732279,34,1406.589569
71,103,174,3,4,21,21,2,5.582770172,31.16732279,32,1404.432996
72,102,174,3,4,22,20,9,5.582770172,31.16732279,30,1403.924933
73,101,174,3,4,23,19,2,5.582770172,31.16732279,28,1399.038787
74,100,174,3,4,24,18,9,5.582770172,31.16732279,26,1396.742753
75,99,174,3,4,25,17,2,5.582770172,31.16732279,24,1389.406426
76,98,174,3,4,26,16,9,5.582770172,31.16732279,22,1384.946353
77,97,174,3,4,27,15,2,5.582770172,31.16732279,20,1374.95456
78,96,174,3,4,28,14,9,5.582770172,31.16732279,18,1368.703888
80,94,174,3,4,30,12,9,5.582770172,31.16732279,14,1348.462607
69,106,175,3,4,19,24,4,5.59344471,31.28662373,37,1410.809278
70,105,175,3,4,20,23,6,5.59344471,31.28662373,35,1412.411928
71,104,175,3,4,21,22,4,5.59344471,31.28662373,33,1412.09971
72,103,175,3,4,22,21,6,5.59344471,31.28662373,31,1410.633438
73,102,175,3,4,23,20,4,5.59344471,31.28662373,29,1407.77798
74,101,175,3,4,24,19,6,5.59344471,31.28662373,27,1404.219775
75,100,175,3,4,25,18,4,5.59344471,31.28662373,25,1399.09294
76,99,175,3,4,26,17,6,5.59344471,31.28662373,23,1393.127645
77,98,175,3,4,27,16,4,5.59344471,31.28662373,21,1385.63446
78,97,175,3,4,28,15,6,5.59344471,31.28662373,19,1377.16628
79,96,175,3,4,29,14,4,5.59344471,31.28662373,17,1368.078933
80,95,175,3,4,30,13,6,5.59344471,31.28662373,15,1357.862345
69,107,176,3,4,19,25,2,5.604078661,31.40569764,38,1415.941366
70,106,176,3,4,20,24,9,5.604078661,31.40569764,36,1419.279013
71,105,176,3,4,21,23,2,5.604078661,31.40569764,34,1418.387678
72,104,176,3,4,22,22,9,5.604078661,31.40569764,32,1418.79943
73,103,176,3,4,23,21,2,5.604078661,31.40569764,30,1414.806026
74,102,176,3,4,24,20,9,5.604078661,31.40569764,28,1413.299906
75,101,176,3,4,25,19,2,5.604078661,31.40569764,26,1406.938843
76,100,176,3,4,26,18,9,5.604078661,31.40569764,24,1403.224786
77,99,176,3,4,27,17,2,5.604078661,31.40569764,22,1394.193187
78,98,176,3,4,28,16,9,5.604078661,31.40569764,20,1388.462838
79,97,176,3,4,29,15,2,5.604078661,31.40569764,18,1377.267531
80,96,176,3,4,30,14,9,5.604078661,31.40569764,16,1369.748864
81,95,176,3,4,31,13,2,5.604078661,31.40569764,14,1356.597141
70,107,177,3,4,20,25,6,5.614672408,31.52454625,37,1424.845416
71,106,177,3,4,21,24,4,5.614672408,31.52454625,35,1425.460562
72,105,177,3,4,22,23,6,5.614672408,31.52454625,33,1425.175061
73,104,177,3,4,23,22,4,5.614672408,31.52454625,31,1423.226715
74,103,177,3,4,24,21,6,5.614672408,31.52454625,29,1420.431354
75,102,177,3,4,25,20,4,5.614672408,31.52454625,27,1416.216453
76,101,177,3,4,26,19,6,5.614672408,31.52454625,25,1411.121367
77,100,177,3,4,27,18,4,5.614672408,31.52454625,23,1404.430006
78,99,177,3,4,28,17,6,5.614672408,31.52454625,21,1396.970659
79,98,177,3,4,29,16,4,5.614672408,31.52454625,19,1388.363627
80,97,177,3,4,30,15,6,5.614672408,31.52454625,17,1378.811362
81,96,177,3,4,31,14,4,5.614672408,31.52454625,15,1368.593294
70,108,178,3,4,20,26,9,5.625226328,31.64317125,38,1431.607471
71,107,178,3,4,21,25,2,5.625226328,31.64317125,36,1431.485861
72,106,178,3,4,22,24,9,5.625226328,31.64317125,34,1432.800996
74,104,178,3,4,24,22,9,5.625226328,31.64317125,30,1429.207995
75,103,178,3,4,25,21,2,5.625226328,31.64317125,28,1423.672053
76,102,178,3,4,26,20,9,5.625226328,31.64317125,26,1420.780478
77,101,178,3,4,27,19,2,5.625226328,31.64317125,24,1412.708214
78,100,178,3,4,28,18,9,5.625226328,31.64317125,22,1407.669034
79,99,178,3,4,29,17,2,5.625226328,31.64317125,20,1397.192239
80,98,178,3,4,30,16,9,5.625226328,31.64317125,18,1390.422205
82,96,178,4,4,0,14,9,5.625226328,31.64317125,14,1368.96879
71,108,179,3,4,21,26,4,5.635740795,31.7615743,37,1438.278318
72,107,179,3,4,22,25,6,5.635740795,31.7615743,35,1438.899985
73,106,179,3,4,23,24,4,5.635740795,31.7615743,33,1438.012055
74,105,179,3,4,24,23,6,5.635740795,31.7615743,31,1436.167496
75,104,179,3,4,25,22,4,5.635740795,31.7615743,29,1432.674221
76,103,179,3,4,26,21,6,5.635740795,31.7615743,27,1428.327708
77,102,179,3,4,27,20,4,5.635740795,31.7615743,25,1422.606939
78,101,179,3,4,28,19,6,5.635740795,31.7615743,23,1416.010986
79,100,179,3,4,29,18,4,5.635740795,31.7615743,21,1407.949095
80,99,179,3,4,30,17,6,5.635740795,31.7615743,19,1399.111095
81,98,179,3,4,31,16,4,5.635740795,31.7615743,17,1389.665462
82,97,179,4,4,0,15,6,5.635740795,31.7615743,15,1378.561877
71,109,180,3,4,21,27,2,5.646216173,31.87975708,38,1443.967092
72,108,180,3,4,22,26,9,5.646216173,31.87975708,36,1446.287742
73,107,180,3,4,23,25,2,5.646216173,31.87975708,34,1444.659552
74,106,180,3,4,24,24,9,5.646216173,31.87975708,32,1444.579812
75,105,180,3,4,25,23,2,5.646216173,31.87975708,30,1439.998596
76,104,180,3,4,26,22,9,5.646216173,31.87975708,28,1437.735078
77,103,180,3,4,27,21,2,5.646216173,31.87975708,26,1430.574066
78,102,180,3,4,28,20,9,5.646216173,31.87975708,24,1426.244058
79,101,180,3,4,29,19,2,5.646216173,31.87975708,22,1416.657492
80,100,180,3,4,30,18,9,5.646216173,31.87975708,20,1410.499998
81,99,180,3,4,31,17,2,5.646216173,31.87975708,18,1398.85758
82,98,180,4,4,0,16,9,5.646216173,31.87975708,16,1390.625874
71,110,181,3,4,21,28,4,5.656652826,31.99772119,39,1450.159348
72,109,181,3,4,22,27,6,5.656652826,31.99772119,37,1451.982543
73,108,181,3,4,23,26,4,5.656652826,31.99772119,35,1452.236305
74,107,181,3,4,24,25,6,5.656652826,31.99772119,33,1451.248841
75,106,181,3,4,25,24,4,5.656652826,31.99772119,31,1448.749955
76,105,181,3,4,26,23,6,5.656652826,31.99772119,29,1445.00016
77,104,181,3,4,27,22,4,5.656652826,31.99772119,27,1440.13088
78,103,181,3,4,28,21,6,5.656652826,31.99772119,25,1434.267005
79,102,181,3,4,29,20,4,5.656652826,31.99772119,23,1426.974298
80,101,181,3,4,30,19,6,5.656652826,31.99772119,21,1418.981935
81,100,181,3,4,31,18,4,5.656652826,31.99772119,19,1410.337212
82,99,181,4,4,0,17,6,5.656652826,31.99772119,17,1399.866742
72,110,182,3,4,22,28,9,5.667051108,32.11546826,38,1458.700534
73,109,182,3,4,23,27,2,5.667051108,32.11546826,36,1458.299242
74,108,182,3,4,24,26,9,5.667051108,32.11546826,34,1459.332347
75,107,182,3,4,25,25,2,5.667051108,32.11546826,32,1455.750005
76,106,182,3,4,26,24,9,5.667051108,32.11546826,30,1454.130623
77,105,182,3,4,27,23,2,5.667051108,32.11546826,28,1447.790854
78,104,182,3,4,28,22,9,5.667051108,32.11546826,26,1444.125246
79,103,182,3,4,29,21,2,5.667051108,32.11546826,24,1435.478444
80,102,182,3,4,30,20,9,5.667051108,32.11546826,22,1429.969013
81,101,182,3,4,31,19,2,5.667051108,32.11546826,20,1418.936992
82,100,182,4,4,0,18,9,5.667051108,32.11546826,18,1411.651987
71,112,183,3,4,21,30,4,5.677411371,32.23299987,41,1461.220688
72,111,183,3,4,22,29,6,5.677411371,32.23299987,39,1464.005765
73,110,183,3,4,23,28,4,5.677411371,32.23299987,37,1465.23342
74,109,183,3,4,24,27,6,5.677411371,32.23299987,35,1465.523182
75,108,183,3,4,25,26,4,5.677411371,32.23299987,33,1464.184848
76,107,183,3,4,26,25,6,5.677411371,32.23299987,31,1461.256592
77,106,183,3,4,27,24,4,5.677411371,32.23299987,29,1457.012621
78,105,183,3,4,28,23,6,5.677411371,32.23299987,27,1451.80133
79,104,183,3,4,29,22,4,5.677411371,32.23299987,25,1445.437285
80,103,183,3,4,30,21,6,5.677411371,32.23299987,23,1438.268096
81,102,183,3,4,31,20,4,5.677411371,32.23299987,21,1430.26836
82,101,183,4,4,0,19,6,5.677411371,32.23299987,19,1420.478757
72,112,184,3,4,22,30,9,5.68773396,32.3503176,40,1470.292995
73,111,184,3,4,23,29,2,5.68773396,32.3503176,38,1470.850644
74,110,184,3,4,24,28,9,5.68773396,32.3503176,36,1472.934297
75,109,184,3,4,25,27,2,5.68773396,32.3503176,34,1470.666313
76,108,184,3,4,26,26,9,5.68773396,32.3503176,32,1469.916715
77,107,184,3,4,27,25,2,5.68773396,32.3503176,30,1464.492653
78,106,184,3,4,28,24,9,5.68773396,32.3503176,28,1461.431942
79,105,184,3,4,29,23,2,5.68773396,32.3503176,26,1453.635825
80,104,184,3,4,30,22,9,5.68773396,32.3503176,24,1448.879554
81,103,184,3,4,31,21,2,5.68773396,32.3503176,22,1438.635777
82,102,184,4,4,0,20,9,5.68773396,32.3503176,20,1432.021658
72,113,185,3,4,22,31,6,5.698019215,32.46742298,41,1475.184654
73,112,185,3,4,23,30,4,5.698019215,32.46742298,39,1477.476878
74,111,185,3,4,24,29,6,5.698019215,32.46742298,37,1478.688036
75,110,185,3,4,25,28,4,5.698019215,32.46742298,35,1478.336869
76,109,185,3,4,26,27,6,5.698019215,32.46742298,33,1476.54137
77,108,185,3,4,27,26,4,5.698019215,32.46742298,31,1473.288681
78,107,185,3,4,28,25,6,5.698019215,32.46742298,29,1468.858912
79,106,185,3,4,29,24,4,5.698019215,32.46742298,27,1463.246585
80,105,185,3,4,30,23,6,5.698019215,32.46742298,25,1456.789734
81,104,185,3,4,31,22,4,5.698019215,32.46742298,23,1449.581486
82,103,185,4,4,0,21,6,5.698019215,32.46742298,21,1440.582605
72,114,186,3,4,22,32,9,5.708267473,32.58431755,42,1481.360395
73,113,186,3,4,23,31,2,5.708267473,32.58431755,40,1482.76144
74,112,186,3,4,24,30,9,5.708267473,32.58431755,38,1485.880084
75,111,186,3,4,25,29,2,5.708267473,32.58431755,36,1484.516462
76,110,186,3,4,26,28,9,5.708267473,32.58431755,34,1484.806826
77,109,186,3,4,27,27,2,5.708267473,32.58431755,32,1480.196798
78,108,186,3,4,28,26,9,5.708267473,32.58431755,30,1478.106548
79,107,186,3,4,29,25,2,5.708267473,32.58431755,28,1471.174607
80,106,186,3,4,30,24,9,5.708267473,32.58431755,26,1467.216453
81,105,186,3,4,31,23,2,5.708267473,32.58431755,24,1457.777995
82,104,186,4,4,0,22,9,5.708267473,32.58431755,22,1451.793612
83,103,186,4,4,1,21,2,5.708267473,32.58431755,20,1439.475855
84,102,186,4,4,2,20,9,5.708267473,32.58431755,18,1431.446477
73,114,187,3,4,23,32,4,5.718479065,32.70100282,41,1489.1207
74,113,187,3,4,24,31,6,5.718479065,32.70100282,39,1491.346842
75,112,187,3,4,25,30,4,5.718479065,32.70100282,37,1491.877005
76,111,187,3,4,26,29,6,5.718479065,32.70100282,35,1491.097122
77,110,187,3,4,27,28,4,5.718479065,32.70100282,33,1488.64514
78,109,187,3,4,28,27,6,5.718479065,32.70100282,31,1484.998771
79,108,187,3,4,29,26,4,5.718479065,32.70100282,29,1480.55984
80,107,187,3,4,30,25,6,5.718479065,32.70100282,27,1474.867224
81,106,187,3,4,31,24,4,5.718479065,32.70100282,25,1468.410955
82,105,187,4,4,0,23,6,5.718479065,32.70100282,23,1460.170987
83,104,187,4,4,1,22,4,5.718479065,32.70100282,21,1450.784952
84,103,187,4,4,2,21,6,5.718479065,32.70100282,19,1440.795524
74,114,188,3,4,24,32,9,5.728654316,32.81748027,40,1498.182002
75,113,188,3,4,25,31,2,5.728654316,32.81748027,38,1497.748643
76,112,188,3,4,26,30,9,5.728654316,32.81748027,36,1499.086733
77,111,188,3,4,27,29,2,5.728654316,32.81748027,34,1495.512026
78,110,188,3,4,28,28,9,5.728654316,32.81748027,32,1494.205708
79,109,188,3,4,29,27,2,5.728654316,32.81748027,30,1487.973696
80,108,188,3,4,30,26,9,5.728654316,32.81748027,28,1485.018392
81,107,188,3,4,31,25,2,5.728654316,32.81748027,26,1476.374096
82,106,188,4,4,0,24,9,5.728654316,32.81748027,24,1471.066367
83,105,188,4,4,1,23,2,5.728654316,32.81748027,22,1459.667795
84,104,188,4,4,2,22,9,5.728654316,32.81748027,20,1452.235027
75,114,189,3,4,25,32,4,5.738793548,32.93375139,39,1504.782185
76,113,189,3,4,26,31,6,5.738793548,32.93375139,37,1505.007548
77,112,189,3,4,27,30,4,5.738793548,32.93375139,35,1503.688045
78,111,189,3,4,28,29,6,5.738793548,32.93375139,33,1500.925451
79,110,189,3,4,29,28,4,5.738793548,32.93375139,31,1497.255656
80,109,189,3,4,30,27,6,5.738793548,32.93375139,29,1492.517729
81,108,189,3,4,31,26,4,5.738793548,32.93375139,27,1486.725106
82,107,189,4,4,0,25,6,5.738793548,32.93375139,25,1479.170681
83,106,189,4,4,1,24,4,5.738793548,32.93375139,23,1470.608981
84,105,189,4,4,2,23,6,5.738793548,32.93375139,21,1461.183967
74,116,190,3,4,24,34,9,5.748897079,33.04981762,42,1510.025589
75,115,190,3,4,25,33,2,5.748897079,33.04981762,40,1510.457421
76,114,190,3,4,26,32,9,5.748897079,33.04981762,38,1512.799893
77,113,190,3,4,27,31,2,5.748897079,33.04981762,36,1510.063323
78,112,190,3,4,28,30,9,5.748897079,33.04981762,34,1509.833879
79,111,190,3,4,29,29,2,5.748897079,33.04981762,32,1504.578555
80,110,190,3,4,30,28,9,5.748897079,33.04981762,30,1502.333306
81,109,190,3,4,31,27,2,5.748897079,33.04981762,28,1494.546555
82,108,190,4,4,0,26,9,5.748897079,33.04981762,26,1489.814586
83,107,190,4,4,1,25,2,5.748897079,33.04981762,24,1479.211541
84,106,190,4,4,2,24,9,5.748897079,33.04981762,22,1472.395994
74,117,191,3,4,24,35,6,5.75896522,33.16568041,43,1514.904257
75,116,191,3,4,25,34,4,5.75896522,33.16568041,41,1517.296131
76,115,191,3,4,26,33,6,5.75896522,33.16568041,39,1518.558622
77,114,191,3,4,27,32,4,5.75896522,33.16568041,37,1518.08985
78,113,191,3,4,28,31,6,5.75896522,33.16568041,35,1516.297029
79,112,191,3,4,29,30,4,5.75896522,33.16568041,33,1513.614243
80,111,191,3,4,30,29,6,5.75896522,33.16568041,31,1509.625838
81,110,191,3,4,31,28,4,5.75896522,33.16568041,29,1504.5346
82,109,191,4,4,0,27,6,5.75896522,33.16568041,27,1497.760536
83,108,191,4,4,1,26,4,5.75896522,33.16568041,25,1489.926308
84,107,191,4,4,2,25,6,5.75896522,33.16568041,23,1480.973336
85,106,191,4,4,3,24,4,5.75896522,33.16568041,21,1471.25835
75,117,192,3,4,25,35,2,5.768998281,33.28134117,42,1522.605869
76,116,192,3,4,26,34,9,5.768998281,33.28134117,40,1526.116992
77,115,192,3,4,27,33,2,5.768998281,33.28134117,38,1524.287981
78,114,192,3,4,28,32,9,5.768998281,33.28134117,36,1524.958522
79,113,192,3,4,29,31,2,5.768998281,33.28134117,34,1520.659834
80,112,192,3,4,30,30,9,5.768998281,33.28134117,32,1519.116787
81,111,192,3,4,31,29,2,5.768998281,33.28134117,30,1512.195206
82,110,192,4,4,0,28,9,5.768998281,33.28134117,28,1508.092454
83,109,192,4,4,1,27,2,5.768998281,33.28134117,26,1498.292813
84,108,192,4,4,2,26,9,5.768998281,33.28134117,24,1492.042406
85,107,192,4,4,3,25,2,5.768998281,33.28134117,22,1480.267834
75,118,193,3,4,25,36,4,5.778996565,33.3968013,43,1529.319995
76,117,193,3,4,26,35,6,5.778996565,33.3968013,41,1531.700419
77,116,193,3,4,27,34,4,5.778996565,33.3968013,39,1532.059978
78,115,193,3,4,28,33,6,5.778996565,33.3968013,37,1531.220988
79,114,193,3,4,29,32,4,5.778996565,33.3968013,35,1529.363806
80,113,193,3,4,30,31,6,5.778996565,33.3968013,33,1526.238789
81,112,193,3,4,31,30,4,5.778996565,33.3968013,31,1521.871489
82,111,193,4,4,0,29,6,5.778996565,33.3968013,29,1515.841184
83,110,193,4,4,1,28,4,5.778996565,33.3968013,27,1508.714157
84,109,193,4,4,2,27,6,5.778996565,33.3968013,25,1500.372543
85,108,193,4,4,3,26,4,5.778996565,33.3968013,23,1491.332211
86,107,193,4,4,4,25,6,5.778996565,33.3968013,21,1481.439629
76,118,194,3,4,26,36,9,5.788960372,33.51206219,42,1538.812501
77,117,194,3,4,27,35,2,5.788960372,33.51206219,40,1538.126769
78,116,194,3,4,28,34,9,5.788960372,33.51206219,38,1539.572748
79,115,194,3,4,29,33,2,5.788960372,33.51206219,36,1536.242234
80,114,194,3,4,30,32,9,5.788960372,33.51206219,34,1535.431896
81,113,194,3,4,31,31,2,5.788960372,33.51206219,32,1529.403093
82,112,194,4,4,0,30,9,5.788960372,33.51206219,30,1525.891111
83,111,194,4,4,1,29,2,5.788960372,33.51206219,28,1516.923927
84,110,194,4,4,2,28,9,5.788960372,33.51206219,26,1511.123172
85,109,194,4,4,3,27,2,5.788960372,33.51206219,24,1500.052698
86,108,194,4,4,4,26,9,5.788960372,33.51206219,22,1492.829243
76,119,195,3,4,26,37,6,5.798889998,33.6271252,43,1543.960256
77,118,195,3,4,27,36,4,5.798889998,33.6271252,41,1545.35862
78,117,195,3,4,28,35,6,5.798889998,33.6271252,39,1545.677835
79,116,195,3,4,29,34,4,5.798889998,33.6271252,37,1544.668671
80,115,195,3,4,30,33,6,5.798889998,33.6271252,35,1542.33261
81,114,195,3,4,31,32,4,5.798889998,33.6271252,33,1538.692214
82,113,195,4,4,0,31,6,5.798889998,33.6271252,31,1533.492617
83,112,195,4,4,1,30,4,5.798889998,33.6271252,29,1526.997791
84,111,195,4,4,2,29,6,5.798889998,33.6271252,27,1519.306523
85,110,195,4,4,3,28,4,5.798889998,33.6271252,25,1510.877823
86,109,195,4,4,4,27,6,5.798889998,33.6271252,23,1501.5749
76,120,196,3,4,26,38,9,5.808785734,33.7419917,44,1550.7971
77,119,196,3,4,27,37,2,5.808785734,33.7419917,42,1551.173145
78,118,196,3,4,28,36,9,5.808785734,33.7419917,40,1553.599821
79,117,196,3,4,29,35,2,5.808785734,33.7419917,38,1551.311639
80,116,196,3,4,30,34,9,5.808785734,33.7419917,36,1551.21652
81,115,196,3,4,31,33,2,5.808785734,33.7419917,34,1546.10484
82,114,196,4,4,0,32,9,5.808785734,33.7419917,32,1543.17413
83,113,196,4,4,1,31,2,5.808785734,33.7419917,30,1535.052576
84,112,196,4,4,2,30,9,5.808785734,33.7419917,28,1529.729922
85,111,196,4,4,3,29,2,5.808785734,33.7419917,26,1519.39202
86,110,196,4,4,4,28,9,5.808785734,33.7419917,24,1512.721336
77,120,197,3,4,27,38,4,5.818647867,33.85666301,43,1558.073059
78,119,197,3,4,28,37,6,5.818647867,33.85666301,41,1559.446366
79,118,197,3,4,29,36,4,5.818647867,33.85666301,39,1559.383996
80,117,197,3,4,30,35,6,5.818647867,33.85666301,37,1558.002119
81,116,197,3,4,31,34,4,5.818647867,33.85666301,35,1555.033783
82,115,197,4,4,0,33,6,5.818647867,33.85666301,33,1550.642593
83,114,197,4,4,1,32,4,5.818647867,33.85666301,31,1544.802056
84,113,197,4,4,2,31,6,5.818647867,33.85666301,29,1537.725579
85,112,197,4,4,3,30,4,5.818647867,33.85666301,27,1529.905428
86,111,197,4,4,4,29,6,5.818647867,33.85666301,25,1521.257443
87,110,197,4,4,5,28,4,5.818647867,33.85666301,23,1511.731508
78,120,198,3,4,28,38,9,5.828476683,33.97114045,42,1567.001938
79,119,198,3,4,29,37,2,5.828476683,33.97114045,40,1565.896365
80,118,198,3,4,30,36,9,5.828476683,33.97114045,38,1566.487534
81,117,198,3,4,31,35,2,5.828476683,33.97114045,36,1562.279618
82,116,198,4,4,0,34,9,5.828476683,33.97114045,34,1560.035961
83,115,198,4,4,1,33,2,5.828476683,33.97114045,32,1552.560035
84,114,198,4,4,2,32,9,5.828476683,33.97114045,30,1547.877098
85,113,198,4,4,3,31,2,5.828476683,33.97114045,28,1538.330231
86,112,198,4,4,4,30,9,5.828476683,33.97114045,26,1532.069451
87,111,198,4,4,5,29,2,5.828476683,33.97114045,24,1520.479085
77,122,199,3,4,27,40,4,5.838272461,34.08542533,45,1570.350113
78,121,199,3,4,28,39,6,5.838272461,34.08542533,43,1572.557919
79,120,199,3,4,29,38,4,5.838272461,34.08542533,41,1573.480642
80,119,199,3,4,30,37,6,5.838272461,34.08542533,39,1573.150601
81,118,199,3,4,31,36,4,5.838272461,34.08542533,37,1570.881583
82,117,199,4,4,0,35,6,5.838272461,34.08542533,35,1567.271583
83,116,199,4,4,1,34,4,5.838272461,34.08542533,33,1562.055117
84,115,199,4,4,2,33,6,5.838272461,34.08542533,31,1555.713982
85,114,199,4,4,3,32,4,5.838272461,34.08542533,29,1548.516172
86,113,199,4,4,4,31,6,5.838272461,34.08542533,27,1540.470303
87,112,199,4,4,5,30,4,5.838272461,34.08542533,25,1531.35672
78,122,200,3,4,28,40,9,5.848035476,34.19951893,44,1579.83972
79,121,200,3,4,29,39,2,5.848035476,34.19951893,42,1579.6983
80,120,200,3,4,30,38,9,5.848035476,34.19951893,40,1581.17912
81,119,200,3,4,31,37,2,5.848035476,34.19951893,38,1577.94074
82,118,200,4,4,0,36,9,5.848035476,34.19951893,36,1576.36202
83,117,200,4,4,1,35,2,5.848035476,34.19951893,34,1569.69938
84,116,200,4,4,2,34,9,5.848035476,34.19951893,32,1565.48814
85,115,200,4,4,3,33,2,5.848035476,34.19951893,30,1556.75202
86,114,200,4,4,4,32,9,5.848035476,34.19951893,28,1550.98222
87,113,200,4,4,5,31,2,5.848035476,34.19951893,26,1540.06584
78,123,201,3,4,28,41,6,5.857766003,34.31342254,45,1585.052574
79,122,201,3,4,29,40,4,5.857766003,34.31342254,43,1586.930215
80,121,201,3,4,30,39,6,5.857766003,34.31342254,41,1587.409701
81,120,201,3,4,31,38,4,5.857766003,34.31342254,39,1586.145612
82,119,201,4,4,0,37,6,5.857766003,34.31342254,37,1583.453518
83,118,201,4,4,1,36,4,5.857766003,34.31342254,35,1578.829131
84,117,201,4,4,2,35,6,5.857766003,34.31342254,33,1573.138942
85,116,201,4,4,3,34,4,5.857766003,34.31342254,31,1566.624874
86,115,201,4,4,4,33,6,5.857766003,34.31342254,29,1559.160497
87,114,201,4,4,5,32,4,5.857766003,34.31342254,27,1550.682177
88,113,201,4,4,6,31,6,5.857766003,34.31342254,25,1541.551571
78,124,202,3,4,28,42,9,5.867464308,34.42713741,46,1592.075302
79,123,202,3,4,29,41,2,5.867464308,34.42713741,44,1592.95382
80,122,202,3,4,30,40,9,5.867464308,34.42713741,42,1595.163801
81,121,202,3,4,31,39,2,5.867464308,34.42713741,40,1593.016561
82,120,202,4,4,0,38,9,5.867464308,34.42713741,38,1592.194401
83,119,202,4,4,1,37,2,5.867464308,34.42713741,36,1586.222311
84,118,202,4,4,2,36,9,5.867464308,34.42713741,34,1582.630671
85,117,202,4,4,3,35,2,5.867464308,34.42713741,32,1574.501867
86,116,202,4,4,4,34,9,5.867464308,34.42713741,30,1569.398964
87,115,202,4,4,5,33,2,5.867464308,34.42713741,28,1559.240525
88,114,202,4,4,6,32,9,5.867464308,34.42713741,26,1552.484817
79,124,203,3,4,29,42,4,5.877130659,34.54066479,45,1599.815595
80,123,203,3,4,30,41,6,5.877130659,34.54066479,43,1601.159008
81,122,203,3,4,31,40,4,5.877130659,34.54066479,41,1600.868759
82,121,203,4,4,0,39,6,5.877130659,34.54066479,39,1599.111591
83,120,203,4,4,1,38,4,5.877130659,34.54066479,37,1595.067669
84,119,203,4,4,2,37,6,5.877130659,34.54066479,35,1590.07123
85,118,203,4,4,3,36,4,5.877130659,34.54066479,33,1584.140686
86,117,203,4,4,4,35,6,5.877130659,34.54066479,31,1577.379771
87,116,203,4,4,5,34,4,5.877130659,34.54066479,29,1569.536968
88,115,203,4,4,6,33,6,5.877130659,34.54066479,27,1561.029705
80,124,204,3,4,30,42,9,5.886765317,34.6540059,44,1608.651282
81,123,204,3,4,31,41,2,5.886765317,34.6540059,42,1607.524855
82,122,204,4,4,0,40,9,5.886765317,34.6540059,40,1607.50625
83,121,204,4,4,1,39,2,5.886765317,34.6540059,38,1602.260003
84,120,204,4,4,2,38,9,5.886765317,34.6540059,36,1599.172789
85,119,204,4,4,3,37,2,5.886765317,34.6540059,34,1591.924649
86,118,204,4,4,4,36,9,5.886765317,34.6540059,32,1587.237157
87,117,204,4,4,5,35,2,5.886765317,34.6540059,30,1577.877392
88,116,204,4,4,6,34,9,5.886765317,34.6540059,28,1571.641255
80,125,205,3,4,30,43,6,5.89636854,34.76716196,45,1614.320163
81,124,205,3,4,31,42,4,5.89636854,34.76716196,43,1615.070893
82,123,205,4,4,0,41,6,5.89636854,34.76716196,41,1614.237917
83,122,205,4,4,1,40,4,5.89636854,34.76716196,39,1610.750969
84,121,205,4,4,2,39,6,5.89636854,34.76716196,37,1606.424444
85,120,205,4,4,3,38,4,5.89636854,34.76716196,35,1601.105227
